text,target
"An image processing device according to one of the exemplary embodiment of the present invention includes: a scale space generation means for generating the scaled samples from a given input region of interest; feature extraction means for extracting features from the scale samples; a likelihood estimation means for deriving an estimated probability distribution of the scaled samples by maximizing the likelihood of a given scaled sample and the parameters of the distribution; a probability distribution learning means for updating the model parameters given the correct distribution of the scaled samples; a template generation means to combine the previous estimates of the object features into a single template which represents the object appearance; an outlier rejection means to remove samples which have a probability below the threshold; and a feature matching means for obtaining the similarity between a given template and a scaled sample and selecting the sample with the maximum similarity as the final output.', 'An image processing method according to one of the exemplary aspects of the present invention includes: a scale space generation means for generating the scaled samples from a given input region of interest; feature extraction means for extracting features from the scale samples; a likelihood estimation means for deriving an estimated probability distribution of the scaled samples by maximizing the likelihood of a given scaled sample and the parameters of the distribution; a probability distribution learning means for updating the model parameters given the correct distribution of the scaled samples; a template generation means to combine the previous estimates of the object features into a single template which represents the object appearance; an outlier rejection means to remove samples which have a probability below the threshold; and a feature matching means for obtaining the similarity between a given template and a scaled sample and selecting the sample with the maximum similarity as the final output.', 'A computer-readable medium according to one of the exemplary embodiment of the present invention stores a program which causes a computer to function as: a scale space generation means for generating the scaled samples from a given input region of interest; feature extraction means for extracting features from the scale samples; a likelihood estimation means for deriving an estimated probability distribution of the scaled samples by maximizing the likelihood of a given scaled sample and the parameters of the distribution; a probability distribution learning means for updating the model parameters given the correct distribution of the scaled samples; a template generation means to combine the previous estimates of the object features into a single template which represents the object appearance; an outlier rejection means to remove samples which have a probability below the threshold; and a feature matching means for obtaining the similarity between a given template and a scaled sample and selecting the sample with the maximum similarity as the final output. The program stored in the above described computer readable storage medium also realizes one of the exemplary aspects of the present invention.",0
"However, as described above, fine patterning is rapidly advancing in recent years in the production of semiconductor devices and liquid crystal display devices in accordance with the progress in lithographic technology. Thus, at present, there is a strong need for development of a photoresist material which can improve more than ever the various lithography characteristics such as resolution capability, line width roughness (LWR), and the like, as well as the pattern shape. Although the photoresist composition containing a nitrogen-containing organic compound having a carbamate group, described in Patent Literatures 2 and 3, and a photoresist composition containing a base resin containing as one of the repeating units a (meth)acrylic acid ester having a carbamate group, described in Patent Literature 4, show a certain degree of improvement effect, they cannot yet satisfy the lithography characteristics and pattern shape required by advances in fine patterning.', 'The present invention was made in view of the above-described circumstances and its objects are to provide a novel acrylic acid ester derivative which can become a structural unit of a polymer to be contained in a photoresist composition, to provide a polymer containing a structural unit derived from the acrylic acid ester derivative, and to provide a photoresist composition containing the polymer, which can form a photoresist pattern with more improved LWR and higher resolution than before.",2
"According to the embodiment, a MEMS device includes a substrate; a driven member moving relative to the substrate; an elastic member connected to the driven member and the substrate; a driving member fixed to the substrate for driving the driven member; and a dynamic stopper fixed to the substrate and latched to the driven member.', 'According to the embodiment, an apparatus for compensating for a tremble includes a fixed substrate; a driven member moving relative to the fixed substrate; an optical device included in the driven member; an optical device included in the driven member; a driving member fixed to the fixed substrate for driving the driven member; and a dynamic stopper fixed to the fixed substrate and latched to the driven member.",0
"In recent years, environments in which a plurality of users can play a game together through the Internet have been prepared. Such a network service of a game as just described already has a role as a communication tool, and construction of a mechanism by which information can be shared efficiently between friends or with strangers is demanded. Especially, it is expected to make it possible to streaming distribute a game image being played by a user simply and readily such that, through sharing of a live video of the game with a different user, the fun of the game can be spread and communication between users becomes active. It is to be noted that it is preferable for information to be shared efficiently not only in a game but also in a different type of a network service in which a plurality of information processing apparatuses are connected to each other.', 'Therefore, it is an object of the present invention to provide a technology for streaming distributing or viewing image data of an application.",2
"However, in the atomizer described in Patent Literature 2, in refilling the liquid reservoir with a liquid, the guide member has to be detached and separated from the liquid reservoir. Thus, after the refilling with the liquid, in mounting the liquid reservoir on the guide member again, due to the guide member being tilted relative to the liquid reservoir, the guide member may not be set at an appropriate position. In this case, a contact state of the vibrating plate and the wick is not stabilized, and thus there is the problem that the efficiency of atomizing the liquid is decreased.', 'The present invention has been made in view of such a circumstance, and an object of the present invention is to provide an atomizer which allows a vibrating plate and a wick to be kept in a stable contact state even after an operation of refilling with a liquid.",2
"Therefore, an object of the present invention is to provide a method of manufacturing a copolymer of a conjugated diene compound and an olefin other than the conjugated diene compound using a novel polymerization catalyst composition containing a rare earth element compound or a reactant of the rare earth element compound and a Lewis base. In addition, another object of the present invention is to provide a copolymer obtained by such a production method.",2
"As described above, according to this separation device, a water-absorbent resin or the like can be separated from a defective disposable diaper or the like. However, conventional separation devices have room for improvement in terms of separation efficiency.",2
"In conventional toothbrushes and tongue coat removal utensils provided with looped bristles, the looped bristles are fastened by being, at their base end (root), set in depressions formed in the base or by being fused to the base at the surface to which they are fitted. These structures are considered to suffer from poor handling of the looped bristles and possible difficulty implanting the looped bristles in the base. In particular, brushes with a low looped bristle height (height from the surface of the base to the crest of the looped bristles) are considered to be difficult to manufacture.', 'On the other hand, in a method of manufacturing toothbrushes and tongue coat removal utensils provided with looped bristles, it is possible to introduce in-molding whereby a base is formed using a mold in which bristles in loops fused at ends are arranged. It is, however, feared that such a manufacturing method may require a large investment in equipment.', 'Against the background discussed above, an object of the present invention is to provide a method of easily manufacturing a brush provided with looped bristles. Another object of the present invention is to provide a method of manufacturing a brush provided with looped bristles while suppressing equipment cost. Yet another object of the present invention is to provide a technology suitable for oral cavity cleaning utensils.",2
"To solve the above-described problem and achieve the object, a method of manufacturing a laminate according to the present invention, in which a spray coating film made of a material different from a base material is laminated on the base material, includes: a base material heating step of heating the base material; an intermediate layer forming step of forming, on a surface of the heated base material, an intermediate layer made of a material different from the base material and the spray coating film; and a spray coating film forming step of forming the spray coating film on a surface of the intermediate layer.', 'The above-described method of manufacturing a laminate is characterized in that compressive stress is accumulated in the intermediate layer at the time of start of the spray coating film forming step.', 'The above-described method of manufacturing a laminate is characterized by further including a base material lowering step of lowering a temperature of the base material until stress in the intermediate layer becomes compressive stress, after the intermediate layer forming step.', 'The above-described method of manufacturing a laminate is characterized in that, in the base material heating step, the base material is heated in a range from ⅕ or higher of a melting point of the base material to the melting point or lower of the base material.', 'The above-described method of manufacturing a laminate is characterized in that, in the intermediate layer forming step, the intermediate layer is formed so that porosity of the intermediate layer is 3% or more.', 'The above-described method of manufacturing a laminate is characterized in that, in the intermediate layer forming step, the intermediate layer is formed so that a thickness of the intermediate layer is in a range from 100 μm or more to 800 μm or less.', 'The above-described method of manufacturing a laminate is characterized in that, in the intermediate layer forming step, powders of material of the intermediate layer and a gas are accelerated toward the surface of the heated base material, and the powders are sprayed and deposited on the surface of the base material, while being kept in a solid phase state.', 'The above-described method of manufacturing a laminate is characterized in that, in the intermediate layer forming step, the material of the intermediate layer is thermally sprayed onto the surface of the heated base material.', 'A laminate according to the present invention includes: a base material; an intermediate layer made of a material different from the base material; and a spray coating film which is made of a material different from the base material and the intermediate layer, and is formed on a surface of the intermediate layer, wherein compressive stress is accumulated in the intermediate layer at room temperature.', 'The above-described laminate is characterized in that porosity of the intermediate layer is 3% or more.', 'The above-described laminate is characterized in that a thickness of the intermediate layer is in a range from 100 μm or more to 800 μm or less.', 'The above-described laminate is characterized in that the base material is made of a metal or an alloy, and the spray coating film is made of ceramic or cermet.', 'The above-described laminate is characterized in that the intermediate layer is formed by accelerating powders of the material different from the base material and a gas toward a surface of the base material, and by spraying and depositing the powders onto the surface of the base material, while being kept in a solid phase state.', 'The above-described laminate is characterized in that the intermediate layer is formed by thermally spraying a material different from the base material onto the surface of the base material.",0
It is an object of the present disclosure to provide a multipolar connector capable of easily assembling components thereof without requiring high positional accuracy for portions of the components that are to be fixed to each other.,2
"According to the present invention, efficiency of downlink resource use is enhanced.', 'Effects according to the present invention are not limited to what has been particularly described hereinabove and other advantages not described herein will be more clearly understood by persons skilled in the art from the following detailed description of the present invention.",1
"A sensor tag of the present disclosure includes a resonator that resonates at a resonant frequency corresponding to a sensed physical quantity and an antenna that radiates a signal generated by the resonance of the resonator to the outside. The antenna is formed such that a resonant frequency ratio falls within a certain range based on an inductance ratio. The resonant frequency ratio is a ratio between the resonant frequency of the resonator and a self-resonant frequency of the antenna. The inductance ratio is a ratio between an equivalent inductance of the resonator and an equivalent inductance of the antenna.', 'With this configuration, the shape of the antenna is determined so as to be within a range in which the resonant frequency ratio is unlikely to change even when the equivalent inductance of the antenna changes. Therefore, the range of variation of the frequency of a radiation signal of the sensor tag is small even when the shape of the antenna changes.', 'Furthermore, it is preferable that the sensor tag of the present disclosure have any of the following configurations. The resonant frequency ratio is expressed by a function of the inductance ratio. The antenna is formed such that the resonant frequency ratio is equal to or less than a value obtained by inputting the inductance ratio into the function. The antenna is formed such that the resonant frequency ratio is equal to or more than a value obtained by inputting the inductance ratio into the function.', 'With these configurations, specific criteria for determining the shape of the antenna are illustrated.', 'In addition, in the sensor tag of the present disclosure, it is preferable that the function be expressed by a quadratic function of the inductance ratio.', 'With this configuration, a specific criterion for determining the shape of the antenna is illustrated.', 'In addition, in the sensor tag of the present disclosure, it is preferable that a coefficient of the function be determined on the basis of an acceptable range of frequency shifting.', 'With this configuration, when a permitted range of frequency shifting is set, an antenna shape corresponding to this permitted range can be realized.', 'Furthermore, it is preferable that the antenna of the sensor tag of the present disclosure include a radiating conductor and a connection conductor connecting the radiating conductor and the resonator, and that a shape of the antenna be determined on the basis of a shape of the radiating conductor or the connection conductor.', 'With this configuration, a specific mode for determining the shape of the antenna is illustrated.', 'Furthermore, it is preferable that the resonator of the sensor tag of the present disclosure be a crystal vibrator.', 'With this configuration, a specific example of the resonator is illustrated.', 'The present disclosure relates to manufacturing method for a sensor tag including a resonator that resonates at a resonant frequency corresponding to a sensed physical quantity and an antenna that radiates a signal generated by resonance of the resonator to the outside. The manufacturing method for the sensor tag of the present disclosure includes a step of preparing a plurality of antennas, a step of measuring a self-resonant frequency and an equivalent inductance of each of the antennas, a step of measuring a resonant frequency and an equivalent inductance of a resonator, and a step of connecting one of the antennas to the crystal vibrator such that a resonant frequency ratio between the resonant frequency of the resonator and the self-resonant frequency of the antenna falls within a certain range based on an inductance ratio between the equivalent inductance of the resonator and the equivalent inductance of the antenna.', 'With this manufacturing method, an antenna can be easily manufactured that is able to make a range of the variation of the frequency of a radiation signal of a sensor tag small even when the shape of the antenna changes.', 'According to the present disclosure, the effect of the variations in the characteristics of a resonator can be suppressed and a physical quantity that is a measurement target can be measured accurately.",0
"If differences arise between the characteristics of air-fuel ratio sensors positioned before and after a catalyst due to manufacturing errors or deterioration or the like of the air-fuel ratio sensors, the output errors between the air-fuel ratio sensors will influence the respective control parameters thereof. Consequently, in catalyst failure detection that is performed based on the outputs of air-fuel ratio sensors positioned before and after a catalyst, a situation can occur in which an S/N ratio of a normality or abnormality determination becomes narrow. Therefore, a system is desirable that can correct a deviation in characteristics between sensors positioned before and after a catalyst or a deviation in an air-fuel ratio that occurs due to such a deviation.', 'In this regard, according to the system disclosed in Patent Literature 1, a limiting-current-type air-fuel ratio sensor is arranged at a position before the catalyst, and an electromotive force-type air-fuel ratio sensor is arranged at a position after the catalyst. In this case, it is difficult to correct a deviation between the characteristics of the electromotive force-type air-fuel ratio sensor and the limiting-current-type air-fuel ratio sensor.', 'Accordingly, an object of the present invention is to solve the above described problem, and the present invention provides a sensor characteristic correction device that has been improved so as to be capable of correcting a deviation between two sensors for detecting air-fuel ratio that are arranged at positions before and after a catalyst.",2
"As described above, period settable values for N periods are determined by the control unit such that an average of the duty cycles over the N periods of a signal generated by the generating unit approximates a target duty cycle, and are set in the generating unit, and thus an average value of the period settable values for N periods as a whole is adjusted more finely than a minimum unit (that is, minimum increment) of the period settable values.', 'Accordingly, it is possible to make a minimum unit of values that are to be set in the generating unit that generates a signal having a period and an ON time that correspond to a setting value substantially smaller than an actual minimum unit.",1
"According to the present invention, the boosting characteristic can be improved.",1
"The distinctive features of the fluid servo valve according to the present invention are as follows:', '(1) A resonance frequency can be set high;', '(2) The valve can be driven by low power;', '(3) High-speed responsiveness can be obtained; and', '(4) The structure is simple, and the number of components is small, facilitating easy component machining, assembling, and adjustment.', 'It is expected that the valve according to the present invention, which sufficiently eliminates the disadvantages of a conventional valve, will accelerate the proliferation of a pneumatic servo system in the future. The effect of it will be noticeable.",1
"In order to attain the object, a region data editing apparatus according to the present invention includes: a data obtaining section for obtaining region data which represents a region of a three-dimensional space which region has been extracted from a three-dimensional image; a specifying operation receiving section for receiving a cross section specifying operation in which a cross section of the three-dimensional image is specified; a deforming operation receiving section for receiving a contour deforming operation in which a contour of the region on the cross section which has been specified by the cross section specifying operation is deformed; a boundary surface deforming section for deforming a boundary surface between inside and outside of the region in such a manner that the boundary surface follows the contour deformed by the contour deforming operation; and a region data updating section for updating the region data in such a manner that the region data thus updated represents an inside of the boundary surface which has been deformed by the boundary surface deforming section.', 'According to the arrangement, in response to the contour deforming operation carried out by a user with respect to the contour of the region on the specified cross section, the region data editing apparatus deforms the boundary surface between inside and outside of the region in such a manner that the boundary surface follows the contour deformed by the contour deforming operation. Namely, in response to the contour deforming operation carried out by a user with respect to the contour on the specified cross section, the region data editing apparatus deforms a contour of another cross section (a cross section other than the specified cross section). Then, the region data editing apparatus updates the region data in such a manner that the region data thus updated represents an inside of the boundary surface which has been deformed. This allows the user to deform fewer contours so as to obtain a desired extraction accuracy. Namely, it is possible to efficiently edit the region data so as to prevent a decrease in extraction accuracy.', 'In order to attain the object, a region data editing method according to the present invention includes the steps of: (a) obtaining region data which represents a region of a three-dimensional space which region has been extracted from a three-dimensional image; (b) receiving a cross section specifying operation in which a cross section of the three-dimensional image is specified; (c) receiving a contour deforming operation in which a contour of the region on the cross section which has been specified by the cross section specifying operation is deformed; (d) deforming a boundary surface between inside and outside of the region in such a manner that the boundary surface follows the contour deformed by the contour deforming operation; and (e) updating the region data in such a manner that the region data thus updated represents an inside of the boundary surface which has been deformed in the step (d).', 'The arrangement yields an effect similar to that yielded by the region data editing apparatus.",0
"To address the above problem and accomplish the relevant object, the present invention employs the following aspects.', '(1) A power generation apparatus according to an aspect of the present invention includes: an internal combustion engine; and a rotary electric machine disposed adjacent to the internal combustion engine in an axial direction. The rotary electric machine includes coils to which an electric current is supplied from an external power supply device via a power supply cable, and coil terminals connected to the coils and connection terminals of the power supply cable are connected in a predetermined connection space formed in part of the internal combustion engine.', '(2) In the power generation apparatus described in aspect (1), the internal combustion engine may include an insertion part of a crankshaft which is configured by a pair of upper and lower blocks; part of an outer circumferential surface of the insertion part may bulge to a radial outer side and form a bulge; and the connection space may be formed in the bulge.', '(3) In the power generation apparatus described in aspect (1) when viewed in the axial direction, the bulge may be formed at a radial outer side relative to the insertion part and at a radial inner side relative to an outer edge of a joint surface for another housing joined with the internal combustion engine.', '(4) In the power generation apparatus described in aspect (2) or (3), the power supply cable may be inserted into the connection space in the axial direction.', '(5) In the power generation apparatus described in any one of aspects (1) to (4), the rotary electric machine may include a stator around which the coils are wound and a rotor configured to face the stator in a radial direction, and the connection space may be disposed at a position shifted from the stator and the rotor in the axial direction.', '(6) In the power generation apparatus described in any one of aspects (1) to (5), the connection space may include a window part configured to open at a location facing connection parts between the coil terminals and the connection terminals of the power supply cable.', '(7)In the power generation apparatus described in any one of aspects (2) to (6), the connection space may be formed in the lower block of the internal combustion engine.', '(8) In the power generation apparatus described in aspect (7), the connection space be sealed against an outside by a seal member.', '(9) In the power generation apparatus described in aspect (1), wherein the rotary electric machine may be housed in part of the internal combustion engine.",0
"Now, the above-described near field wireless communication pairing methods are all methods for pairing one-to-one. Therefore, in the case of realizing one-to-many field wireless communication, the one-to-one pairing work has to be repeated multiple times. In other words, pairing methods to date cannot complete pairing for one-to-many connections at one time. In the case of wireless LAN for example, a server is needed on the network thereof, and for example pairings cannot be completed by locally connecting the wireless communication terminals to one another.', 'The present invention has been made in light of this current state, and it is an object thereof to provide a connection method for near-field wireless communication wherein desired wireless communication devices which are capable of near-field wireless communication can be readily paired, and also wherein one-to-many pairings can be completed approximately simultaneously.",2
"According to the present invention, in the indoor unit for heating or cooling the air subjected to air-conditioning, the heat medium circulates and no refrigerant circulates. Therefore, even if the refrigerant leaks from piping, for example, ingress of the refrigerant into the space subjected to air-conditioning can be suppressed, resulting in a safe air-conditioning apparatus. By providing a relay unit having the intermediate heat exchanger as a separate unit from the outdoor unit and the indoor unit, the carrying power of the heat medium is less than the case where the heat medium is made directly to circulate between the outdoor unit and the indoor unit. Accordingly, energy-saving can be achieved.",1
"In order to solve the above problem, a transmission rate setting device of the present invention is a transmission rate setting device for setting a transmission rate for a communication between a communication terminal and a communication destination for the communication terminal, the transmission rate setting device comprising: restriction detecting means for detecting that a restriction is placed on the communication from the communication terminal to the communication destination for the communication terminal; and transmission rate setting means for, in a case where the restriction detecting means has detected that a restriction is placed on the communication, setting a transmission rate for the communication, carried out by the communication terminal, so that the transmission rate becomes lower than before the restriction is placed on the communication.', 'In order to solve the above problem, a transmission rate setting device control method of the present invention is a control method for controlling a transmission rate setting device for setting a transmission rate for a communication between a communication terminal and a communication destination for the communication terminal, the control method comprising the steps of: (i) detecting that a restriction is placed on the communication from the communication terminal to the communication destination for the communication terminal; and (ii) setting, if a restriction on the communication is detected in the step (i), the transmission rate for the communication, carried out by the communication terminal, so that the transmission rate becomes lower than before the restriction is placed on the communication.', 'According to the above arrangement, if the restriction detecting means has detected that a restriction has been placed on the communication from the communication terminal to the communication destination for the communication terminal, the transmission rate setting means sets the transmission rate for the communication between the communication terminal and the communication destination so that the transmission rate becomes lower than before the detection.', 'Normally, in a case where a transmission rate is set at a lower level, consumption of electric power necessary to carry out a communication becomes smaller accordingly.', 'In addition, in a case where the communication from the communication terminal to the communication destination for the communication terminal has been restricted, it is no longer necessary to maintain a high transmission rate for the communication between them.', 'According to the present invention, in the case where it is no longer necessary, due to a restriction on the communication, to maintain a high transmission rate for the communication between a communication terminal and a communication destination for the communication terminal, it is possible to set the transmission rate at a lower level. This makes it possible to reduce wasteful consumption of electric power for a communication.', 'The transmission rate setting device is arranged to set a transmission rate at a lower level as described above. This is because it is advantageously easier to recover a transmission function for a subsequent communication in the case where a transmission rate is set at a lower level than in the case where the transmission function is completely stopped. Specifically, in the case where the transmission function is completely stopped, it is necessary to provide means for recovering a transmission function by a method other than a method of adjusting a communication. On the other hand, the above arrangement, in which a transmission rate is set at a lower level, eliminates the need to provide the means.",0
"Hereinafter, the fact that the uplink TDD subframe is estimated to be the downlink TDD subframe or the fact that the downlink TDD subframe is estimated to be the uplink TDD subframe is referred to as an “estimation error.” For example, the TDD frame information estimation unit may make this estimation error if the configuration of the TDD subframe of the wireless communication system is changed.', 'The TDD frame information estimation unit estimates the TDD non-transmission period on the basis of the uplink signal of the wireless communication system. If an estimation error occurs, the TDD frame information estimation unit erroneously estimates the TDD non-transmission period. The estimation error affects communication quality of the wireless communication system. For example, if a communication system other than the wireless communication system transmits an uplink signal during the TDD transmission period, the uplink signal of the wireless communication system may be delayed.', 'FIG. 17 is a time chart showing an example of traffic in a normal state. In the normal state, an estimated TDD non-transmission period and an actual TDD non-transmission period have the same timing if a propagation delay is ignored. That is, the uplink signal of the wireless communication system is transmitted in synchronization with a break of the configuration of the TDD subframe. The uplink signal of another communication system is transmitted in synchronization with a break of the configuration of the TDD subframe.', 'FIG. 18 is a time chart showing an example of traffic of an abnormal state in which an estimation error occurs. In the abnormal state, the estimated TDD non-transmission period is different from the actual TDD non-transmission period. Transmission of the uplink signal of the wireless communication system is delayed until a signal transmission section allocated on the basis of the estimation result. This delay is on the order of milliseconds, but there is a problem in that the delay cannot be tolerated in a mobile fronthaul.', 'In view of the above-described circumstances, an objective of the present invention is to provide a transmission system, a transmission method, and a transmission device capable of minimizing a delay occurring in a signal of a communication system even when an estimation error occurs in a configuration of the signal of the communication system in a transmission system, which accommodates a communication line of a communication system for performing communication according to TDD and a communication line of another communication system.",2
"With the application of the present invention, it is possible to minimize the signaling overhead caused by carrier activation and deactivation and SRS activation and deactivation.",1
"In the technology disclosed in PTL 1, the larger the diameter of the irradiation spot of the excitation light, the less an influence of a drift in the excitation light or adrift in the nanopore as a measurement portion. However, the large diameter of the irradiation spot has several demerits. First, since portions other than a measurement portion are irradiated, signals of noise and a background increase. Second, since the irradiation spot is large, much heat is supplied to the conductive thin film, service life of the conductive thin film is shortened, and thus it is not possible to measure for a long time. However, when the irradiation spot is small, the heat is likely to diffuse outside. Third, in a case where a plurality of nanopores are irradiated, the larger the irradiation spot, the higher an output is required from an excitation light source, and thus equipment needs to increase in size and costs. In other words, the closer the irradiation spot is to the size of the nanopore that the biopolymers approach or is to a size with which the biopolymers are detected, the more preferable. For this reason, it is necessary to control the excitation light and the nanopore at a fixed position with high accuracy. As a main factor of the drift, a change in an ambient temperature around an installed device is considered. It is easy to assume that a drift of a few micrometers or a few nanometers, as a drift within a range of a normal living environment, which varies depending on a configuration of the device or a temperature change, is produced due to a linear expansion coefficient of a material of which the device is configured. Hence, it is desirable to have a function of avoiding the drift.', 'In the technology disclosed in PTL 2, detection and measurement of a pattern in a determined region, in which a specific pattern is provided, are repeated, and thereby it is possible to perform the remeasurement at an optimal position by using a correction function even when the drift occurs; however, since the measurement is not performed during the detection of the pattern in the determined region, a data loss of sample measurement occurs during the detection of the pattern. For example, when pass of DNA occurs during the detection of the pattern causes the loss of data to an equivalent amount in a nanopore Raman DNA sequence. As a result, since an amount of data of the DNA sequence acquired per unit time decreases, it is necessary to prolong measurement time to an equivalent amount thereof. Further, in a case where the drift occurs during the pass of the DNA and detection of the pattern is performed for correction, it is possible to partially analyze data of the DNA which is acquired during the pass, and loss of characteristics of the nanopore Raman DNA sequence in which it is possible to analyze a single molecule is likely to occur. For example, when a correction operation is performed at a position at which 5,000 bases are measured during measurement of a DNA sequence having 10,000 bases, the remaining 5,000 bases pass through the nanopore during the correction, and thus it is not possible to perform the measurement. Even when a drift is detected before the correction and movement of DNA is stopped, there is likely to be a region in which it is not possible to perform measurement because the movement due to inertial motion is not rapidly stopped.', 'In recent years, studies on genome sequencing, an RNA analysis, an epigenome analysis or the like at a one-cell level are actively performed, and differences depending on cells or various types of changes occurring in a time change in the same cell are analyzed. Genome sequences in individuals are known to be different for each cell in some cases. In particular, when a cancer tissue is harvested and the genome sequence is analyzed, data of a mixture of normal cells and cancer cells is usually acquired. Since the cancer cells change with time, a plurality of types of mixed sequence data are acquired in some cases. When it is possible to determine the genome sequence of the cancer tissue for each cell, more accurate knowledge on causes and propagation of cancer is considered to be acquired, and thus studies thereon are performed day by day. For the purposes, a Raman nanopore DNA sequencer is useful in analysis of DNA of a single molecule in one cell.', 'In addition, in the technology disclosed in PTL 3, since a device is provided with various types of means such as displacement detecting means, vibration means, and heating and cooling means, which are not needed to achieve original objects of measurement, the device has a complicated configuration, and thus the device needs advance control and increases in costs. In order to reduce the influence of heating as a main factor of the drift, options of using invar or diamond which has a small linear expansion coefficient are provided for the entire device; however, it is not practical regarding cost or machinability. In addition, a method in which large heat capacity makes it difficult to receive influences of an ambient temperature is also provided as an option; however, a lack of convenience is caused in that an increase in weight due to the large heat capacity requires a broad site in which the device is installed, or it is necessary to prepare a strong desk or the like on which the device is installed.', 'Objects of the invention in the present application are to solve problems described above and to provide a fixed position controller in which it is possible to simultaneously observe the sample and perform fixed position control on a sample, and a fixed position control method.",2
"According to the conventional techniques, a plurality of division points or a facial contour are arranged in accordance with a detected facial image. Thus, in a case where a face of a facial image inclines, it is necessary to rotate the plurality of divided points or the facial contour in accordance with the inclination of the face. Therefore, it is necessary to find a boundary of an area surrounded by the plurality of division points or the facial contour and to determine, for each pixel of the image, in which area the each pixel is included. This results in an increase in processing load. Especially, a problem of a longer processing time occurs when the face transforming function is carried out in small-sized devices such as a digital camera and a camera mobile phone.', 'The present invention has been made in view of the problems, and an object of the present invention is to provide an image transforming device and the like which can reduce a processing load.",2
"Hence, the present invention relates to a head-hair treatment-agent applicator which can stably apply a head-hair treatment-agent in a long range from a head top side to a hair tip side of hairs, and efficiently adhere the head-hair treatment-agent to each hair placed between comb teeth.', 'A head-hair treatment-agent applicator according to an aspect of the present invention includes an agent applying part which includes a comb part formed with a plurality of annularly arranged comb teeth, wherein the comb teeth each include an inversely-tapered part in which a comb tooth width decreases from a vicinity of a tip to a base end.",2
"However, with the technology disclosed in Patent Literature 1, the processing load on the server tends to increase in cases such as when there are a plurality of character strings added to an image or when there are a plurality of images including a character string.', 'The present invention has been made in view of the problem described above. It is an object of this invention to provide an information processing system capable of avoiding the concentration of processing, a method of controlling the information processing system, an information processing device, a method of controlling the information processing device, an information storage medium, and a program.",2
"The present invention can provide a thermally expandable microcapsule that has sufficient shape retention properties, is not likely to be deflated, and can suppress inducement of aggregation in polymerization, while exhibiting high foamability and durability at high temperatures. Also, the present invention can produce a mold having excellent appearance without causing coloring or white spots when used in foam molding, is not likely to cause odor in foam molding, and can reduce sticking of impurities such as scales. Hence, the present invention can provide a thermally expandable microcapsule that can suppress a decrease in the workability. The present invention can also provide a foamable thermoplastic resin masterbatch and a foaming mold containing the thermally expandable microcapsule, and a method for producing the thermally expandable microcapsule.",1
"In a self-tapping screw in which a normal thread and a female screw molding thread having a larger diameter than that of the normal thread are molded in a leg portion, out of pitches of the normal thread positioned in a head portion side from the female screw molding thread, any one pitch is set to be larger than other pitches.', 'According to such a self-tapping screw, a distance between a pressure flank surface of the normal thread and a pressure flank surface of the female thread is closer than a distance between a clearance flank surface of the normal thread and a clearance flank surface of the female thread. However, in fastening and rotating, since the normal thread is screwed while being pressed in a fastening direction, contact resistance is insignificant between the pressure flank surface of the normal thread and the pressure flank surface of the female thread. On the other hand, in fastening and fixing, action of axial force causes the pressure flank surface of the normal thread to approach and come into contact with the pressure flank surface of the female thread, thereby increasing fastening force. Therefore, the self-tapping screw of the present invention not only reduces driving torques but also improves the fastening force. Accordingly, it is possible to sufficiently achieve the fastening force without causing cracks even when the self-tapping screw is used in a workpiece made of a soft material such as an aluminum alloy or a resin.', 'In addition, it is preferable that a pressure flank angle of the normal thread be set to be smaller than a pressure flank angle of the female screw molding thread.', 'According to the self-tapping screw, in fastening and fixing, a crest of the normal thread is wedged into the pressure flank surface of the female thread. Therefore, it is possible to expect more increased fastening force.",0
